0.0,-0.14610963197320503
1.0,-257297.40227480838
2.0,-278748.69512999995
3.0,-219571.15075420603
4.0,390315.79941140016
5.0,2111879.2770937774
6.0,2944362.359005124
7.0,4160821.9459886346
8.0,5817540.481133366
9.0,7582845.4579464095
10.0,9340171.088002563
11.0,11176335.978273923
12.0,12879456.359548962
13.0,14695021.876463307
14.0,16531273.084321173
15.0,18334384.39823605
16.0,20197565.67857268
17.0,21972319.824078176
0.0,-0.14575316042534814
0.0,-0.14791804295922245
